20:23:20.424 -> A, B, C
20:27:20.449 -> 2210, 1015, 815
20:27:20.482 -> 2209, 1013, 813
20:27:20.549 -> 2210, 988, 814
20:27:20.582 -> 2208, 1015, 815
20:27:20.648 -> 2209, 1018, 815
20:27:20.681 -> 2210, 1034, 815
20:27:20.748 -> 2209, 1015, 815
20:27:20.781 -> 2207, 1017, 816
20:27:20.848 -> 2210, 1014, 814
20:27:20.881 -> 2208, 1015, 813
20:27:20.947 -> 2207, 1016, 813
20:27:21.014 -> 2209, 1015, 812
20:27:21.047 -> 2208, 1015, 815
20:27:21.114 -> 2207, 1014, 827
20:27:21.147 -> 2209, 1058, 816
20:27:21.213 -> 2209, 1015, 815
20:27:21.247 -> 2208, 1017, 812
20:27:21.313 -> 2208, 1016, 813
20:27:21.346 -> 2113, 1019, 815
20:27:21.413 -> 2206, 1019, 814
20:27:21.446 -> 2207, 1017, 815
20:27:21.513 -> 2205, 1017, 815
20:27:21.546 -> 2207, 1019, 815
20:27:21.612 -> 2208, 1001, 814
20:27:21.679 -> 2208, 1017, 814
20:27:21.712 -> 2209, 1015, 813
20:27:21.778 -> 2207, 1012, 814
20:27:21.812 -> 2207, 1014, 815
20:27:21.878 -> 2209, 1015, 815
20:27:21.911 -> 2208, 1017, 813
20:27:21.978 -> 2208, 1029, 816
20:27:22.011 -> 2208, 1016, 813
20:27:22.078 -> 2209, 1015, 812
20:27:22.111 -> 2208, 1019, 814
20:27:22.177 -> 2211, 1013, 814
20:27:22.211 -> 2208, 1016, 812
20:27:22.277 -> 2205, 1017, 814
20:27:22.310 -> 2208, 1090, 815
20:27:22.376 -> 2081, 1032, 828
20:27:22.443 -> 1703, 1004, 823
20:27:22.476 -> 1152, 995, 815
20:27:22.543 -> 1008, 1033, 814
20:27:22.576 -> 1071, 1018, 815
20:27:22.642 -> 1095, 1019, 815
20:27:22.676 -> 980, 1018, 815
20:27:22.742 -> 1094, 1019, 814
20:27:22.775 -> 1096, 1020, 812
20:27:22.842 -> 1093, 1018, 811
20:27:22.875 -> 1093, 1016, 808
20:27:22.942 -> 1093, 1017, 813
20:27:22.975 -> 1092, 1021, 815
20:27:23.041 -> 1095, 1018, 813
20:27:23.075 -> 1095, 1018, 812
20:27:23.141 -> 1093, 1017, 812
20:27:23.208 -> 1093, 1010, 814
20:27:23.241 -> 1093, 1018, 815
20:27:23.307 -> 1094, 1015, 813
20:27:23.340 -> 1092, 1018, 812
20:27:23.407 -> 1100, 1019, 810
20:27:23.440 -> 1093, 1019, 813
20:27:23.507 -> 1094, 1018, 813
20:27:23.540 -> 1091, 1018, 812
20:27:23.606 -> 1091, 1018, 813
20:27:23.640 -> 1094, 1015, 814
20:27:23.706 -> 1099, 1018, 811
20:27:23.739 -> 1091, 1019, 814
20:27:23.806 -> 1092, 1017, 812
20:27:23.872 -> 1097, 1019, 811
20:27:23.906 -> 1093, 1018, 812
20:27:23.972 -> 1124, 1009, 815
20:27:24.005 -> 1095, 1015, 814
20:27:24.072 -> 1093, 1020, 812
20:27:24.105 -> 1091, 1016, 815
20:27:24.172 -> 1093, 1018, 814
20:27:24.205 -> 1094, 1019, 811
20:27:24.271 -> 1093, 1017, 811
20:27:24.304 -> 1094, 1017, 812
20:27:24.371 -> 1093, 1018, 813
20:27:24.404 -> 1096, 1019, 813
20:27:24.471 -> 1096, 1020, 813
20:27:24.504 -> 1089, 1020, 814
20:27:24.570 -> 1097, 1019, 813
20:27:24.637 -> 1092, 1018, 811
20:27:24.670 -> 1094, 1018, 812
20:27:24.737 -> 1091, 1018, 811
20:27:24.770 -> 1091, 1015, 813
20:27:24.836 -> 1092, 1019, 813
20:27:24.869 -> 1094, 1016, 812
20:27:24.936 -> 1088, 1016, 810
20:27:24.969 -> 1091, 1017, 811
20:27:25.036 -> 1093, 1005, 813
20:27:25.069 -> 1096, 1017, 812
20:27:25.135 -> 1092, 1026, 812
20:27:25.169 -> 1092, 1018, 812
20:27:25.235 -> 1093, 1018, 809
20:27:25.268 -> 1093, 1022, 814
20:27:25.335 -> 1092, 1018, 813
20:27:25.401 -> 1089, 1018, 813
20:27:25.435 -> 1095, 1011, 811
20:27:25.501 -> 1063, 1022, 814
20:27:25.535 -> 1094, 1018, 813
20:27:25.601 -> 1092, 1018, 814
20:27:25.634 -> 1091, 1017, 814
20:27:25.701 -> 1093, 1021, 811
20:27:25.734 -> 1094, 1017, 811
20:27:25.801 -> 1094, 1018, 811
20:27:25.834 -> 1091, 1018, 811
20:27:25.900 -> 1093, 1019, 811
20:27:25.934 -> 1089, 1017, 813
20:27:26.000 -> 1090, 1016, 809
20:27:26.033 -> 1092, 1021, 813
20:27:26.100 -> 1092, 1018, 814
20:27:26.133 -> 1090, 1020, 814
20:27:26.199 -> 1093, 1018, 813
20:27:26.266 -> 1094, 1019, 813
20:27:26.299 -> 1096, 1018, 813
20:27:26.366 -> 1094, 1018, 811
20:27:26.399 -> 1092, 1020, 811
20:27:26.465 -> 1095, 1018, 821
20:27:26.499 -> 1093, 1018, 813
20:27:26.565 -> 1092, 1019, 812
20:27:26.598 -> 1115, 1036, 829
20:27:26.665 -> 1353, 1031, 819
20:27:26.698 -> 1789, 1021, 817
20:27:26.765 -> 2195, 1016, 841
20:27:26.798 -> 2259, 1017, 816
20:27:26.864 -> 2229, 1017, 815
20:27:26.931 -> 2226, 1018, 814
20:27:26.964 -> 2217, 1018, 815
20:27:27.031 -> 2218, 1015, 814
20:27:27.064 -> 2215, 1015, 815
20:27:27.130 -> 2217, 1018, 814
20:27:27.164 -> 2211, 1019, 815
20:27:27.230 -> 2212, 1018, 815
20:27:27.264 -> 2217, 1014, 815
20:27:27.330 -> 2215, 1017, 815
20:27:27.363 -> 2215, 1021, 815
20:27:27.430 -> 2220, 1017, 815
20:27:27.463 -> 2216, 1022, 815
20:27:27.530 -> 2214, 1016, 814
20:27:27.563 -> 2216, 1015, 815
20:27:27.629 -> 2213, 1017, 815
20:27:27.696 -> 2213, 1015, 813
20:27:27.729 -> 2217, 1020, 815
20:27:27.796 -> 2227, 1019, 816
20:27:27.829 -> 2209, 1017, 815
20:27:27.895 -> 2217, 1017, 815
20:27:27.929 -> 2215, 1020, 816
20:27:27.995 -> 2218, 1018, 815
20:27:28.028 -> 2214, 1015, 815
20:27:28.095 -> 2214, 1015, 816
20:27:28.128 -> 2217, 1018, 815
20:27:28.194 -> 2207, 1018, 815
20:27:28.228 -> 2213, 1019, 815
20:27:28.294 -> 2211, 1017, 815
20:27:28.328 -> 2218, 1015, 815
20:27:28.394 -> 2215, 1016, 814
20:27:28.461 -> 2214, 1017, 815
20:27:28.494 -> 2209, 1018, 815
20:27:28.561 -> 2212, 1013, 815
20:27:28.594 -> 2212, 1017, 816
20:27:28.660 -> 2214, 1017, 815
20:27:28.694 -> 2214, 1018, 816
20:27:28.760 -> 2213, 1019, 816
20:27:28.793 -> 2213, 1018, 815
20:27:28.860 -> 2214, 1018, 815
20:27:28.893 -> 2214, 1015, 815
20:27:28.960 -> 2213, 1020, 816
20:27:28.993 -> 2212, 1019, 816
20:27:29.059 -> 2214, 1018, 816
20:27:29.093 -> 2211, 1017, 814
20:27:29.159 -> 2209, 1015, 816
20:27:29.226 -> 2211, 1016, 815
20:27:29.259 -> 2210, 1020, 815
20:27:29.325 -> 2210, 1018, 815
20:27:29.359 -> 2213, 1017, 815
20:27:29.425 -> 2156, 1060, 820
20:27:29.458 -> 2213, 1017, 815
20:27:29.525 -> 2213, 1016, 813
20:27:29.558 -> 2216, 1019, 818
20:27:29.625 -> 2212, 1018, 815
20:27:29.658 -> 2211, 1017, 815
20:27:29.724 -> 2214, 1018, 814
20:27:29.758 -> 2214, 1029, 816
20:27:29.824 -> 2212, 1018, 814
20:27:29.857 -> 2214, 1015, 815
20:27:29.924 -> 2213, 1020, 816
20:27:29.990 -> 2168, 1018, 815
20:27:30.023 -> 2211, 1018, 816
20:27:30.090 -> 2212, 1020, 815
20:27:30.123 -> 2211, 1021, 815
20:27:30.190 -> 2212, 835, 817
20:27:30.223 -> 2213, 1014, 815
20:27:30.289 -> 2212, 1018, 815
20:27:30.322 -> 2212, 1017, 815
20:27:30.389 -> 2211, 1017, 815
20:27:30.422 -> 2221, 1018, 815
20:27:30.488 -> 2213, 1017, 814
20:27:30.522 -> 2217, 1018, 816
20:27:30.588 -> 2217, 1017, 814
20:27:30.621 -> 2214, 1019, 815
20:27:30.688 -> 2214, 1021, 815
20:27:30.754 -> 2201, 1019, 815
20:27:30.788 -> 2212, 1017, 815
20:27:30.854 -> 2212, 1018, 815
20:27:30.887 -> 2211, 1017, 815
20:27:30.954 -> 2216, 1018, 815
20:27:30.987 -> 2211, 1017, 815
20:27:31.072 -> 2213, 1020, 813
20:27:31.086 -> 2213, 1022, 815
20:27:31.153 -> 2213, 1019, 815
20:27:31.186 -> 2218, 1018, 815
20:27:31.252 -> 2211, 1018, 814
20:27:31.285 -> 2210, 1018, 815
20:27:31.352 -> 2212, 1014, 815
20:27:31.418 -> 2210, 1019, 812
20:27:31.451 -> 2212, 1019, 815
20:27:31.518 -> 2213, 1017, 815
20:27:31.551 -> 2209, 1024, 814
20:27:31.618 -> 2212, 1018, 814
20:27:31.651 -> 2210, 1017, 815
20:27:31.718 -> 2213, 1018, 815
20:27:31.751 -> 2213, 1018, 815
20:27:31.817 -> 2212, 1015, 813
20:27:31.850 -> 2210, 1017, 813
20:27:31.917 -> 2212, 1018, 815
20:27:31.950 -> 2212, 1020, 815
20:27:32.017 -> 2210, 1010, 815
20:27:32.050 -> 2215, 1019, 813
20:27:32.116 -> 2194, 1018, 814
20:27:32.189 -> 2213, 1018, 815
20:27:32.216 -> 2209, 1018, 815
20:27:32.282 -> 2208, 1020, 815
20:27:32.315 -> 2212, 1019, 817
20:27:32.382 -> 2211, 1017, 817
20:27:32.415 -> 2214, 1018, 815
20:27:32.482 -> 2212, 1018, 815
20:27:32.515 -> 2212, 1017, 815
20:27:32.582 -> 2210, 1017, 814
20:27:32.615 -> 2210, 1016, 813
20:27:32.681 -> 2209, 1017, 814
20:27:32.715 -> 2211, 1018, 814
20:27:32.781 -> 2212, 1021, 815
20:27:32.848 -> 2215, 1015, 815
20:27:32.881 -> 2209, 1018, 815
20:27:32.947 -> 2213, 1017, 815
20:27:32.981 -> 2211, 1019, 813
20:27:33.047 -> 1965, 1027, 825
20:27:33.081 -> 2209, 1020, 815
20:27:33.147 -> 2212, 1020, 814
20:27:33.180 -> 2213, 1020, 812
20:27:33.247 -> 2211, 1017, 815
20:27:33.280 -> 2211, 1018, 815
20:27:33.347 -> 2207, 1017, 811
20:27:33.380 -> 2208, 1017, 814
20:27:33.446 -> 2210, 1018, 815
20:27:33.479 -> 2209, 1019, 815
20:27:33.546 -> 2377, 1029, 823
20:27:33.579 -> 2207, 1013, 815
20:27:33.645 -> 2209, 1019, 816
20:27:33.712 -> 2210, 1018, 813
20:27:33.745 -> 2207, 1013, 815
20:27:33.812 -> 2208, 1015, 815
20:27:33.845 -> 2209, 1021, 815
20:27:33.911 -> 2209, 1018, 815
20:27:33.945 -> 2206, 1019, 815
20:27:34.011 -> 2206, 1018, 815
20:27:34.044 -> 2205, 1020, 815
20:27:34.111 -> 2209, 1017, 815
20:27:34.144 -> 2209, 1019, 816
20:27:34.210 -> 2209, 1019, 815
20:27:34.244 -> 2210, 1018, 817
20:27:34.310 -> 2201, 1018, 813
20:27:34.377 -> 2209, 1019, 815
20:27:34.410 -> 2210, 1019, 814
20:27:34.476 -> 2209, 1015, 815
20:27:34.510 -> 2205, 1019, 816
20:27:34.576 -> 2207, 1015, 815
20:27:34.609 -> 2207, 1015, 814
20:27:34.676 -> 2207, 1020, 815
20:27:34.709 -> 2206, 1014, 815
20:27:34.776 -> 2212, 1018, 816
20:27:34.809 -> 2207, 1019, 816
20:27:34.875 -> 2208, 1018, 815
20:27:34.909 -> 2210, 1020, 816
20:27:34.975 -> 2206, 1017, 816
20:27:35.008 -> 2209, 1020, 815
20:27:35.075 -> 2057, 1025, 820
20:27:35.141 -> 2208, 1017, 814
20:27:35.174 -> 2207, 1017, 815
20:27:35.241 -> 2207, 1018, 815
20:27:35.274 -> 2209, 1019, 815
20:27:35.340 -> 2207, 1020, 815
20:27:35.374 -> 2208, 1019, 815
20:27:35.440 -> 2209, 1018, 816
20:27:35.473 -> 2203, 1018, 815
20:27:35.540 -> 2206, 1020, 815
20:27:35.573 -> 2207, 1020, 815
20:27:35.639 -> 2206, 1015, 816
20:27:35.673 -> 2206, 1019, 814
20:27:35.770 -> 2209, 1020, 816
20:27:35.805 -> 2204, 1019, 815
20:27:35.838 -> 2206, 1020, 816
20:27:35.905 -> 2210, 1018, 816
20:27:35.938 -> 2207, 1019, 816
20:27:36.004 -> 2208, 1018, 813
20:27:36.037 -> 2209, 1021, 814
20:27:36.103 -> 2207, 1017, 815
20:27:36.137 -> 2207, 1019, 815
20:27:36.203 -> 2209, 1018, 815
20:27:36.236 -> 2208, 1018, 816
20:27:36.302 -> 2206, 1019, 815
20:27:36.336 -> 2207, 1019, 816
20:27:36.402 -> 2207, 1015, 815
20:27:36.435 -> 2207, 1018, 816
20:27:36.502 -> 2206, 1020, 816
20:27:36.569 -> 2204, 1020, 815
20:27:36.602 -> 2211, 1018, 815
20:27:36.668 -> 2209, 1019, 817
20:27:36.702 -> 2209, 1017, 818
20:27:36.768 -> 2204, 1020, 814
20:27:36.801 -> 2207, 1020, 814
20:27:36.868 -> 2203, 1020, 815
20:27:36.901 -> 2207, 1020, 815
20:27:36.967 -> 2203, 1019, 815
20:27:37.000 -> 2207, 1019, 815
